Year,Country,Athlete,Sport,Event,Medal
2004,France,Athlete_264,Judo,Judo Event 1,Bronze
2004,Russia,Athlete_68,Cycling,Cycling Event 1,Silver
2004,Italy,Athlete_422,Shooting,Shooting Event 9,Bronze
2004,China,Athlete_475,Judo,Judo Event 1,Gold
2004,Canada,Athlete_354,Boxing,Boxing Event 2,Silver
2004,France,Athlete_194,Boxing,Boxing Event 10,Gold
2004,Japan,Athlete_430,Wrestling,Wrestling Event 7,Silver
2004,France,Athlete_11,Swimming,Swimming Event 8,Silver
2004,USA,Athlete_62,Wrestling,Wrestling Event 8,Bronze
2004,Australia,Athlete_464,Cycling,Cycling Event 8,Bronze
2004,USA,Athlete_223,Athletics,Athletics Event 2,Gold
2004,Russia,Athlete_322,Rowing,Rowing Event 5,Bronze
2004,USA,Athlete_33,Shooting,Shooting Event 5,Bronze
2004,France,Athlete_396,Shooting,Shooting Event 4,Silver
2004,Japan,Athlete_453,Shooting,Shooting Event 3,Gold
2004,UK,Athlete_390,Shooting,Shooting Event 1,Bronze
2004,Germany,Athlete_64,Wrestling,Wrestling Event 7,Bronze
2004,Australia,Athlete_271,Wrestling,Wrestling Event 9,Silver
2004,France,Athlete_188,Swimming,Swimming Event 1,Silver
2004,Canada,Athlete_203,Athletics,Athletics Event 5,Bronze
2004,Canada,Athlete_379,Rowing,Rowing Event 7,Silver
2004,Russia,Athlete_260,Cycling,Cycling Event 2,Silver
2004,Germany,Athlete_477,Boxing,Boxing Event 1,Silver
2004,Italy,Athlete_285,Swimming,Swimming Event 5,Bronze
2004,China,Athlete_451,Boxing,Boxing Event 8,Silver
2004,Australia,Athlete_482,Judo,Judo Event 4,Gold
2004,UK,Athlete_401,Shooting,Shooting Event 1,Bronze
2004,Russia,Athlete_178,Athletics,Athletics Event 4,Gold
2004,Italy,Athlete_202,Boxing,Boxing Event 6,Gold
2004,Russia,Athlete_58,Boxing,Boxing Event 7,Gold
2004,Australia,Athlete_88,Swimming,Swimming Event 8,Gold
2004,Russia,Athlete_48,Shooting,Shooting Event 8,Silver
2004,Russia,Athlete_386,Shooting,Shooting Event 4,Gold
2004,Russia,Athlete_248,Athletics,Athletics Event 1,Silver
2004,France,Athlete_248,Shooting,Shooting Event 9,Bronze
2004,Italy,Athlete_294,Shooting,Shooting Event 4,Bronze
2004,Russia,Athlete_1,Judo,Judo Event 8,Silver
2004,USA,Athlete_246,Athletics,Athletics Event 8,Silver
2004,Australia,Athlete_81,Shooting,Shooting Event 6,Bronze
2004,China,Athlete_228,Shooting,Shooting Event 7,Silver
2004,UK,Athlete_472,Boxing,Boxing Event 4,Bronze
2004,USA,Athlete_452,Judo,Judo Event 3,Silver
2004,Russia,Athlete_467,Rowing,Rowing Event 7,Gold
2004,Japan,Athlete_419,Shooting,Shooting Event 5,Bronze
2004,Japan,Athlete_221,Wrestling,Wrestling Event 5,Bronze
2004,Italy,Athlete_477,Rowing,Rowing Event 2,Silver
2004,USA,Athlete_334,Athletics,Athletics Event 6,Silver
2004,Australia,Athlete_286,Swimming,Swimming Event 5,Bronze
2004,Germany,Athlete_219,Rowing,Rowing Event 2,Bronze
2004,UK,Athlete_68,Fencing,Fencing Event 3,Silver
2004,Canada,Athlete_434,Boxing,Boxing Event 10,Gold
2004,Japan,Athlete_310,Rowing,Rowing Event 6,Bronze
2004,China,Athlete_273,Boxing,Boxing Event 7,Silver
2004,Russia,Athlete_199,Judo,Judo Event 7,Silver
2004,USA,Athlete_102,Athletics,Athletics Event 5,Silver
2004,USA,Athlete_444,Athletics,Athletics Event 9,Silver
2004,Italy,Athlete_296,Wrestling,Wrestling Event 6,Gold
2004,USA,Athlete_85,Fencing,Fencing Event 3,Silver
2004,Australia,Athlete_172,Swimming,Swimming Event 1,Bronze
2004,France,Athlete_264,Boxing,Boxing Event 5,Silver
2004,Germany,Athlete_484,Athletics,Athletics Event 7,Bronze
2004,UK,Athlete_156,Boxing,Boxing Event 9,Gold
2004,France,Athlete_465,Judo,Judo Event 5,Bronze
2004,Japan,Athlete_274,Judo,Judo Event 7,Bronze
2004,Italy,Athlete_57,Rowing,Rowing Event 2,Silver
2004,Australia,Athlete_238,Swimming,Swimming Event 9,Gold
2004,China,Athlete_256,Gymnastics,Gymnastics Event 4,Gold
2004,Japan,Athlete_491,Judo,Judo Event 4,Silver
2004,USA,Athlete_468,Rowing,Rowing Event 9,Silver
2004,USA,Athlete_320,Judo,Judo Event 1,Silver
2004,USA,Athlete_385,Cycling,Cycling Event 8,Gold
2004,USA,Athlete_392,Gymnastics,Gymnastics Event 3,Gold
2004,Canada,Athlete_50,Swimming,Swimming Event 9,Bronze
2004,USA,Athlete_468,Shooting,Shooting Event 3,Gold
2004,Germany,Athlete_10,Boxing,Boxing Event 10,Silver
2004,Japan,Athlete_497,Wrestling,Wrestling Event 10,Silver
2004,Italy,Athlete_123,Boxing,Boxing Event 4,Bronze
2004,Germany,Athlete_110,Fencing,Fencing Event 10,Silver
2004,USA,Athlete_398,Gymnastics,Gymnastics Event 10,Bronze
2004,USA,Athlete_249,Boxing,Boxing Event 3,Bronze
2004,UK,Athlete_138,Judo,Judo Event 9,Bronze
2004,China,Athlete_111,Cycling,Cycling Event 6,Gold
2004,China,Athlete_5,Judo,Judo Event 5,Gold
2004,Italy,Athlete_473,Judo,Judo Event 10,Bronze
2004,Canada,Athlete_328,Wrestling,Wrestling Event 10,Gold
2004,Canada,Athlete_79,Wrestling,Wrestling Event 5,Gold
2004,France,Athlete_414,Athletics,Athletics Event 10,Bronze
2004,Germany,Athlete_41,Judo,Judo Event 8,Bronze
2004,Russia,Athlete_89,Wrestling,Wrestling Event 8,Gold
2004,Germany,Athlete_233,Athletics,Athletics Event 2,Bronze
2004,Germany,Athlete_78,Cycling,Cycling Event 10,Bronze
2004,Canada,Athlete_466,Rowing,Rowing Event 8,Gold
2004,USA,Athlete_82,Shooting,Shooting Event 8,Silver
2004,Germany,Athlete_58,Swimming,Swimming Event 2,Bronze
2004,UK,Athlete_104,Athletics,Athletics Event 3,Silver
2004,Australia,Athlete_125,Athletics,Athletics Event 9,Gold
2004,Canada,Athlete_366,Cycling,Cycling Event 1,Bronze
2004,Russia,Athlete_177,Boxing,Boxing Event 9,Gold
2004,USA,Athlete_455,Boxing,Boxing Event 5,Bronze
2004,Italy,Athlete_82,Boxing,Boxing Event 7,Gold
2008,Australia,Athlete_400,Fencing,Fencing Event 10,Bronze
2008,Japan,Athlete_375,Rowing,Rowing Event 3,Gold
2008,China,Athlete_313,Shooting,Shooting Event 8,Gold
2008,USA,Athlete_150,Shooting,Shooting Event 8,Silver
2008,Russia,Athlete_368,Athletics,Athletics Event 2,Silver
2008,Canada,Athlete_151,Athletics,Athletics Event 3,Silver
2008,Russia,Athlete_208,Swimming,Swimming Event 9,Gold
2008,USA,Athlete_446,Swimming,Swimming Event 3,Bronze
2008,USA,Athlete_231,Wrestling,Wrestling Event 3,Gold
2008,Australia,Athlete_189,Wrestling,Wrestling Event 1,Gold
2008,Italy,Athlete_179,Cycling,Cycling Event 1,Silver
2008,Japan,Athlete_44,Shooting,Shooting Event 8,Silver
2008,China,Athlete_77,Shooting,Shooting Event 9,Silver
2008,Australia,Athlete_458,Rowing,Rowing Event 9,Silver
2008,Japan,Athlete_393,Gymnastics,Gymnastics Event 4,Silver
2008,China,Athlete_80,Swimming,Swimming Event 7,Bronze
2008,USA,Athlete_263,Gymnastics,Gymnastics Event 9,Gold
2008,Russia,Athlete_45,Fencing,Fencing Event 7,Silver
2008,UK,Athlete_26,Boxing,Boxing Event 9,Silver
2008,Japan,Athlete_466,Gymnastics,Gymnastics Event 6,Silver
2008,France,Athlete_164,Gymnastics,Gymnastics Event 6,Gold
2008,France,Athlete_429,Cycling,Cycling Event 10,Bronze
2008,Japan,Athlete_429,Athletics,Athletics Event 8,Bronze
2008,UK,Athlete_388,Gymnastics,Gymnastics Event 2,Bronze
2008,Australia,Athlete_17,Judo,Judo Event 3,Bronze
2008,France,Athlete_448,Judo,Judo Event 9,Silver
2008,Japan,Athlete_24,Fencing,Fencing Event 3,Silver
2008,France,Athlete_316,Swimming,Swimming Event 1,Bronze
2008,Japan,Athlete_423,Wrestling,Wrestling Event 4,Silver
2008,China,Athlete_79,Boxing,Boxing Event 4,Bronze
2008,China,Athlete_315,Rowing,Rowing Event 5,Silver
2008,Japan,Athlete_22,Fencing,Fencing Event 6,Bronze
2008,USA,Athlete_248,Swimming,Swimming Event 2,Bronze
2008,Italy,Athlete_102,Rowing,Rowing Event 1,Bronze
2008,Australia,Athlete_492,Shooting,Shooting Event 9,Silver
2008,Germany,Athlete_137,Gymnastics,Gymnastics Event 7,Silver
2008,Germany,Athlete_476,Swimming,Swimming Event 10,Bronze
2008,Russia,Athlete_117,Wrestling,Wrestling Event 4,Bronze
2008,Italy,Athlete_159,Boxing,Boxing Event 3,Silver
2008,USA,Athlete_467,Athletics,Athletics Event 7,Silver
2008,USA,Athlete_351,Wrestling,Wrestling Event 6,Silver
2008,Japan,Athlete_392,Judo,Judo Event 1,Silver
2008,China,Athlete_23,Fencing,Fencing Event 6,Bronze
2008,Russia,Athlete_160,Swimming,Swimming Event 8,Silver
2008,Canada,Athlete_427,Athletics,Athletics Event 3,Silver
2008,China,Athlete_264,Judo,Judo Event 3,Gold
2008,USA,Athlete_363,Wrestling,Wrestling Event 3,Gold
2008,Germany,Athlete_491,Boxing,Boxing Event 9,Silver
2008,Italy,Athlete_4,Judo,Judo Event 10,Silver
2008,Japan,Athlete_471,Athletics,Athletics Event 8,Silver
2008,Canada,Athlete_124,Fencing,Fencing Event 3,Bronze
2008,Japan,Athlete_103,Wrestling,Wrestling Event 10,Bronze
2008,Germany,Athlete_317,Fencing,Fencing Event 7,Silver
2008,Germany,Athlete_363,Judo,Judo Event 1,Silver
2008,Australia,Athlete_480,Rowing,Rowing Event 5,Bronze
2008,Japan,Athlete_227,Cycling,Cycling Event 4,Silver
2008,Australia,Athlete_258,Fencing,Fencing Event 10,Bronze
2008,Australia,Athlete_183,Rowing,Rowing Event 6,Silver
2008,Australia,Athlete_197,Rowing,Rowing Event 5,Silver
2008,Canada,Athlete_7,Fencing,Fencing Event 8,Silver
2008,Germany,Athlete_158,Shooting,Shooting Event 2,Gold
2008,Japan,Athlete_156,Fencing,Fencing Event 2,Silver
2008,Russia,Athlete_314,Athletics,Athletics Event 2,Bronze
2008,Australia,Athlete_137,Gymnastics,Gymnastics Event 9,Silver
2008,Japan,Athlete_493,Boxing,Boxing Event 10,Bronze
2008,Italy,Athlete_254,Shooting,Shooting Event 4,Gold
2008,China,Athlete_168,Fencing,Fencing Event 5,Bronze
2008,Italy,Athlete_87,Shooting,Shooting Event 9,Bronze
2008,USA,Athlete_415,Wrestling,Wrestling Event 4,Silver
2008,Japan,Athlete_255,Judo,Judo Event 8,Silver
2008,Canada,Athlete_36,Shooting,Shooting Event 5,Gold
2008,USA,Athlete_8,Fencing,Fencing Event 4,Silver
2008,UK,Athlete_291,Boxing,Boxing Event 4,Silver
2008,Russia,Athlete_402,Shooting,Shooting Event 7,Bronze
2008,Australia,Athlete_341,Gymnastics,Gymnastics Event 3,Silver
2008,Russia,Athlete_409,Cycling,Cycling Event 5,Silver
2008,Russia,Athlete_250,Wrestling,Wrestling Event 9,Bronze
2008,Germany,Athlete_258,Cycling,Cycling Event 6,Gold
2008,Italy,Athlete_46,Wrestling,Wrestling Event 2,Silver
2008,Japan,Athlete_134,Fencing,Fencing Event 10,Gold
2008,USA,Athlete_428,Gymnastics,Gymnastics Event 1,Gold
2008,China,Athlete_90,Wrestling,Wrestling Event 7,Bronze
2008,Germany,Athlete_246,Judo,Judo Event 9,Silver
2008,Germany,Athlete_240,Rowing,Rowing Event 10,Silver
2008,USA,Athlete_423,Shooting,Shooting Event 6,Gold
2008,UK,Athlete_341,Boxing,Boxing Event 9,Bronze
2008,Italy,Athlete_472,Gymnastics,Gymnastics Event 9,Bronze
2008,France,Athlete_63,Athletics,Athletics Event 6,Bronze
2008,France,Athlete_343,Gymnastics,Gymnastics Event 6,Bronze
2008,UK,Athlete_260,Gymnastics,Gymnastics Event 9,Bronze
2008,Australia,Athlete_490,Swimming,Swimming Event 9,Silver
2008,Australia,Athlete_199,Gymnastics,Gymnastics Event 6,Silver
2008,Australia,Athlete_380,Judo,Judo Event 2,Gold
2008,Italy,Athlete_482,Athletics,Athletics Event 4,Silver
2008,Italy,Athlete_230,Gymnastics,Gymnastics Event 1,Bronze
2008,France,Athlete_303,Judo,Judo Event 9,Gold
2008,China,Athlete_352,Rowing,Rowing Event 2,Bronze
2008,Canada,Athlete_455,Cycling,Cycling Event 10,Silver
2008,Italy,Athlete_198,Wrestling,Wrestling Event 7,Gold
2008,Australia,Athlete_479,Swimming,Swimming Event 7,Silver
2008,USA,Athlete_226,Athletics,Athletics Event 2,Bronze
2008,Russia,Athlete_200,Gymnastics,Gymnastics Event 2,Bronze
2008,USA,Athlete_309,Boxing,Boxing Event 7,Gold
2008,Russia,Athlete_317,Shooting,Shooting Event 1,Gold
2008,Russia,Athlete_355,Athletics,Athletics Event 5,Silver
2008,Italy,Athlete_104,Judo,Judo Event 10,Bronze
2008,Italy,Athlete_386,Judo,Judo Event 8,Bronze
2008,USA,Athlete_487,Cycling,Cycling Event 4,Silver
2008,Japan,Athlete_409,Cycling,Cycling Event 7,Gold
2008,China,Athlete_69,Swimming,Swimming Event 10,Silver
2008,Germany,Athlete_443,Athletics,Athletics Event 9,Bronze
2008,France,Athlete_97,Fencing,Fencing Event 6,Silver
2008,China,Athlete_82,Swimming,Swimming Event 10,Silver
2008,China,Athlete_111,Wrestling,Wrestling Event 3,Bronze
2008,France,Athlete_467,Fencing,Fencing Event 2,Gold
2008,China,Athlete_180,Boxing,Boxing Event 3,Silver
2008,Australia,Athlete_335,Wrestling,Wrestling Event 2,Silver
2008,France,Athlete_14,Athletics,Athletics Event 5,Bronze
2008,China,Athlete_115,Fencing,Fencing Event 5,Bronze
2008,USA,Athlete_265,Swimming,Swimming Event 8,Silver
2008,Italy,Athlete_240,Boxing,Boxing Event 5,Bronze
2008,China,Athlete_170,Gymnastics,Gymnastics Event 4,Silver
2008,Japan,Athlete_242,Shooting,Shooting Event 3,Bronze
2008,Germany,Athlete_375,Cycling,Cycling Event 2,Silver
2008,France,Athlete_146,Cycling,Cycling Event 7,Gold
2008,USA,Athlete_487,Wrestling,Wrestling Event 1,Bronze
2008,Japan,Athlete_480,Gymnastics,Gymnastics Event 8,Gold
2008,USA,Athlete_182,Judo,Judo Event 3,Bronze
2008,Canada,Athlete_26,Swimming,Swimming Event 5,Silver
2008,Australia,Athlete_457,Boxing,Boxing Event 7,Silver
2008,Australia,Athlete_103,Fencing,Fencing Event 4,Bronze
2008,USA,Athlete_387,Cycling,Cycling Event 6,Gold
2008,UK,Athlete_456,Athletics,Athletics Event 5,Gold
2008,France,Athlete_222,Boxing,Boxing Event 1,Silver
2008,UK,Athlete_423,Swimming,Swimming Event 7,Bronze
2008,Australia,Athlete_408,Swimming,Swimming Event 2,Silver
2008,UK,Athlete_446,Shooting,Shooting Event 10,Silver
2008,Japan,Athlete_81,Fencing,Fencing Event 2,Silver
2008,USA,Athlete_179,Wrestling,Wrestling Event 7,Silver
2008,Russia,Athlete_231,Swimming,Swimming Event 2,Bronze
2008,France,Athlete_460,Shooting,Shooting Event 3,Silver
2008,China,Athlete_372,Wrestling,Wrestling Event 1,Gold
2008,China,Athlete_104,Shooting,Shooting Event 3,Bronze
2008,Australia,Athlete_283,Cycling,Cycling Event 7,Silver
2008,Canada,Athlete_440,Rowing,Rowing Event 4,Gold
2008,Germany,Athlete_372,Cycling,Cycling Event 10,Bronze
2008,UK,Athlete_248,Boxing,Boxing Event 10,Gold
2008,France,Athlete_110,Fencing,Fencing Event 9,Gold
2008,Germany,Athlete_482,Fencing,Fencing Event 8,Silver
2008,China,Athlete_209,Rowing,Rowing Event 7,Bronze
2008,France,Athlete_37,Shooting,Shooting Event 5,Gold
2008,France,Athlete_313,Judo,Judo Event 9,Gold
2008,Australia,Athlete_456,Shooting,Shooting Event 8,Gold
2008,UK,Athlete_114,Shooting,Shooting Event 8,Gold
2008,Australia,Athlete_321,Rowing,Rowing Event 8,Silver
2008,China,Athlete_437,Shooting,Shooting Event 4,Bronze
2008,Australia,Athlete_387,Shooting,Shooting Event 7,Gold
2008,Australia,Athlete_343,Rowing,Rowing Event 8,Silver
2008,Japan,Athlete_225,Fencing,Fencing Event 7,Bronze
2008,Australia,Athlete_233,Athletics,Athletics Event 10,Bronze
2008,Russia,Athlete_406,Fencing,Fencing Event 6,Gold
2008,UK,Athlete_101,Cycling,Cycling Event 1,Gold
2008,China,Athlete_402,Athletics,Athletics Event 9,Silver
2008,USA,Athlete_233,Swimming,Swimming Event 9,Gold
2008,China,Athlete_176,Wrestling,Wrestling Event 1,Silver
2008,USA,Athlete_203,Swimming,Swimming Event 1,Gold
2008,Japan,Athlete_377,Gymnastics,Gymnastics Event 2,Silver
2008,France,Athlete_14,Fencing,Fencing Event 1,Bronze
2008,UK,Athlete_102,Judo,Judo Event 6,Bronze
2008,USA,Athlete_494,Wrestling,Wrestling Event 3,Silver
2008,Italy,Athlete_44,Rowing,Rowing Event 4,Bronze
2008,Germany,Athlete_43,Swimming,Swimming Event 9,Gold
2008,France,Athlete_58,Cycling,Cycling Event 5,Silver
2008,Japan,Athlete_159,Fencing,Fencing Event 9,Silver
2008,Canada,Athlete_172,Rowing,Rowing Event 8,Silver
2008,Germany,Athlete_496,Rowing,Rowing Event 3,Bronze
2008,Germany,Athlete_357,Boxing,Boxing Event 5,Silver
2008,France,Athlete_453,Wrestling,Wrestling Event 10,Silver
2008,Italy,Athlete_443,Fencing,Fencing Event 4,Gold
2008,China,Athlete_388,Swimming,Swimming Event 10,Bronze
2008,Japan,Athlete_24,Cycling,Cycling Event 5,Bronze
2008,Canada,Athlete_156,Athletics,Athletics Event 9,Bronze
2008,Germany,Athlete_325,Cycling,Cycling Event 8,Bronze
2008,Japan,Athlete_50,Rowing,Rowing Event 1,Gold
2008,Italy,Athlete_73,Athletics,Athletics Event 5,Silver
2008,Australia,Athlete_353,Athletics,Athletics Event 1,Gold
2008,USA,Athlete_160,Rowing,Rowing Event 7,Silver
2008,Australia,Athlete_187,Swimming,Swimming Event 10,Silver
2008,Russia,Athlete_172,Judo,Judo Event 8,Silver
2008,China,Athlete_386,Boxing,Boxing Event 1,Gold
2008,China,Athlete_326,Fencing,Fencing Event 4,Silver
2008,USA,Athlete_333,Athletics,Athletics Event 2,Bronze
2008,Germany,Athlete_96,Wrestling,Wrestling Event 8,Silver
2008,Russia,Athlete_320,Fencing,Fencing Event 4,Bronze
2008,USA,Athlete_459,Swimming,Swimming Event 1,Silver
2008,Canada,Athlete_11,Gymnastics,Gymnastics Event 5,Silver
2008,UK,Athlete_323,Wrestling,Wrestling Event 7,Bronze
2008,Canada,Athlete_105,Rowing,Rowing Event 4,Bronze
2008,Canada,Athlete_281,Boxing,Boxing Event 2,Silver
2008,USA,Athlete_276,Judo,Judo Event 7,Bronze
2012,Russia,Athlete_280,Gymnastics,Gymnastics Event 7,Gold
2012,Russia,Athlete_199,Shooting,Shooting Event 2,Gold
2012,Australia,Athlete_1,Cycling,Cycling Event 4,Bronze
2012,Germany,Athlete_13,Swimming,Swimming Event 2,Bronze
2012,France,Athlete_445,Wrestling,Wrestling Event 9,Gold
2012,Canada,Athlete_329,Gymnastics,Gymnastics Event 6,Bronze
2012,Italy,Athlete_413,Shooting,Shooting Event 6,Silver
2012,Italy,Athlete_411,Judo,Judo Event 9,Bronze
2012,China,Athlete_312,Wrestling,Wrestling Event 6,Gold
2012,Italy,Athlete_274,Boxing,Boxing Event 10,Silver
2012,Italy,Athlete_58,Boxing,Boxing Event 1,Bronze
2012,Australia,Athlete_64,Judo,Judo Event 8,Bronze
2012,France,Athlete_95,Wrestling,Wrestling Event 6,Bronze
2012,China,Athlete_316,Cycling,Cycling Event 3,Gold
2012,UK,Athlete_134,Judo,Judo Event 10,Silver
2012,Germany,Athlete_43,Judo,Judo Event 7,Bronze
2012,China,Athlete_357,Boxing,Boxing Event 5,Silver
2012,France,Athlete_228,Rowing,Rowing Event 6,Silver
2012,Italy,Athlete_411,Shooting,Shooting Event 3,Silver
2012,Russia,Athlete_112,Rowing,Rowing Event 7,Bronze
2012,UK,Athlete_386,Athletics,Athletics Event 9,Silver
2012,China,Athlete_229,Fencing,Fencing Event 2,Bronze
2012,China,Athlete_272,Boxing,Boxing Event 8,Bronze
2012,Italy,Athlete_114,Swimming,Swimming Event 7,Gold
2012,Australia,Athlete_335,Swimming,Swimming Event 3,Silver
2012,France,Athlete_325,Athletics,Athletics Event 7,Silver
2012,UK,Athlete_342,Cycling,Cycling Event 9,Silver
2012,Russia,Athlete_271,Athletics,Athletics Event 6,Silver
2012,Australia,Athlete_161,Boxing,Boxing Event 3,Gold
2012,Italy,Athlete_124,Judo,Judo Event 8,Gold
2012,France,Athlete_470,Judo,Judo Event 7,Gold
2012,Australia,Athlete_486,Judo,Judo Event 2,Bronze
2012,Russia,Athlete_22,Swimming,Swimming Event 10,Silver
2012,Italy,Athlete_108,Cycling,Cycling Event 6,Bronze
2012,France,Athlete_21,Wrestling,Wrestling Event 8,Silver
2012,USA,Athlete_109,Gymnastics,Gymnastics Event 1,Gold
2012,France,Athlete_435,Rowing,Rowing Event 6,Silver
2012,USA,Athlete_7,Wrestling,Wrestling Event 10,Gold
2012,USA,Athlete_178,Shooting,Shooting Event 9,Bronze
2012,Russia,Athlete_38,Boxing,Boxing Event 10,Silver
2012,China,Athlete_275,Boxing,Boxing Event 7,Silver
2012,Germany,Athlete_318,Rowing,Rowing Event 3,Bronze
2012,UK,Athlete_463,Fencing,Fencing Event 7,Silver
2012,Australia,Athlete_289,Swimming,Swimming Event 2,Bronze
2012,Japan,Athlete_346,Fencing,Fencing Event 5,Silver
2012,Russia,Athlete_359,Rowing,Rowing Event 5,Gold
2012,UK,Athlete_218,Swimming,Swimming Event 6,Gold
2012,Canada,Athlete_373,Cycling,Cycling Event 10,Silver
2012,UK,Athlete_227,Rowing,Rowing Event 5,Silver
2012,Australia,Athlete_237,Boxing,Boxing Event 7,Silver
2012,Canada,Athlete_455,Wrestling,Wrestling Event 2,Silver
2012,USA,Athlete_182,Judo,Judo Event 7,Gold
2012,Russia,Athlete_400,Boxing,Boxing Event 3,Gold
2012,Canada,Athlete_6,Shooting,Shooting Event 9,Gold
2012,France,Athlete_235,Gymnastics,Gymnastics Event 10,Bronze
2012,Germany,Athlete_149,Judo,Judo Event 9,Gold
2012,Japan,Athlete_342,Gymnastics,Gymnastics Event 2,Gold
2012,Germany,Athlete_132,Gymnastics,Gymnastics Event 3,Gold
2012,UK,Athlete_4,Shooting,Shooting Event 4,Gold
2012,Italy,Athlete_160,Rowing,Rowing Event 1,Bronze
2012,Australia,Athlete_37,Cycling,Cycling Event 1,Bronze
2012,Japan,Athlete_205,Cycling,Cycling Event 1,Silver
2012,USA,Athlete_483,Gymnastics,Gymnastics Event 3,Gold
2012,Italy,Athlete_241,Rowing,Rowing Event 1,Bronze
2012,Germany,Athlete_321,Boxing,Boxing Event 5,Silver
2012,Japan,Athlete_439,Wrestling,Wrestling Event 5,Bronze
2012,UK,Athlete_336,Judo,Judo Event 3,Gold
2012,USA,Athlete_309,Fencing,Fencing Event 1,Silver
2012,Japan,Athlete_1,Judo,Judo Event 8,Gold
2012,USA,Athlete_495,Rowing,Rowing Event 8,Bronze
2012,UK,Athlete_69,Swimming,Swimming Event 10,Gold
2012,Germany,Athlete_105,Swimming,Swimming Event 6,Bronze
2012,UK,Athlete_88,Fencing,Fencing Event 7,Gold
2012,France,Athlete_31,Athletics,Athletics Event 6,Gold
2012,Australia,Athlete_491,Boxing,Boxing Event 3,Gold
2012,China,Athlete_485,Athletics,Athletics Event 5,Silver
2012,Italy,Athlete_42,Athletics,Athletics Event 8,Gold
2012,Australia,Athlete_8,Rowing,Rowing Event 3,Silver
2012,UK,Athlete_90,Fencing,Fencing Event 10,Silver
2012,Germany,Athlete_434,Gymnastics,Gymnastics Event 3,Gold
2012,USA,Athlete_296,Athletics,Athletics Event 4,Silver
2012,Canada,Athlete_420,Fencing,Fencing Event 4,Gold
2012,Italy,Athlete_482,Shooting,Shooting Event 5,Gold
2012,France,Athlete_489,Cycling,Cycling Event 10,Gold
2012,Russia,Athlete_287,Wrestling,Wrestling Event 10,Silver
2012,Canada,Athlete_169,Judo,Judo Event 8,Bronze
2012,China,Athlete_159,Athletics,Athletics Event 9,Silver
2012,Germany,Athlete_133,Wrestling,Wrestling Event 10,Bronze
2012,France,Athlete_190,Wrestling,Wrestling Event 4,Silver
2012,France,Athlete_303,Fencing,Fencing Event 1,Bronze
2012,Germany,Athlete_425,Boxing,Boxing Event 9,Gold
2012,USA,Athlete_197,Swimming,Swimming Event 4,Silver
2012,Russia,Athlete_269,Rowing,Rowing Event 7,Gold
2012,France,Athlete_275,Wrestling,Wrestling Event 7,Bronze
2012,Australia,Athlete_117,Shooting,Shooting Event 4,Silver
2012,USA,Athlete_272,Gymnastics,Gymnastics Event 1,Gold
2012,Canada,Athlete_378,Gymnastics,Gymnastics Event 7,Silver
2012,Russia,Athlete_378,Athletics,Athletics Event 3,Gold
2012,France,Athlete_361,Boxing,Boxing Event 2,Silver
2012,Italy,Athlete_345,Cycling,Cycling Event 6,Silver
2012,Australia,Athlete_247,Fencing,Fencing Event 7,Bronze
2012,Germany,Athlete_61,Fencing,Fencing Event 2,Gold
2012,Japan,Athlete_44,Cycling,Cycling Event 9,Bronze
2012,Germany,Athlete_199,Wrestling,Wrestling Event 10,Bronze
2012,France,Athlete_278,Athletics,Athletics Event 3,Gold
2012,Russia,Athlete_338,Swimming,Swimming Event 1,Bronze
2012,Russia,Athlete_64,Rowing,Rowing Event 5,Bronze
2012,Australia,Athlete_193,Boxing,Boxing Event 5,Bronze
2012,UK,Athlete_147,Athletics,Athletics Event 4,Bronze
2012,Russia,Athlete_281,Fencing,Fencing Event 3,Gold
2012,Canada,Athlete_326,Judo,Judo Event 2,Silver
2012,Italy,Athlete_346,Fencing,Fencing Event 8,Silver
2012,UK,Athlete_225,Rowing,Rowing Event 10,Gold
2012,Japan,Athlete_273,Boxing,Boxing Event 6,Bronze
2012,Russia,Athlete_275,Boxing,Boxing Event 6,Gold
2012,Italy,Athlete_210,Gymnastics,Gymnastics Event 3,Gold
2012,China,Athlete_300,Wrestling,Wrestling Event 5,Silver
2012,USA,Athlete_162,Shooting,Shooting Event 9,Gold
2012,China,Athlete_33,Rowing,Rowing Event 6,Bronze
2012,Canada,Athlete_336,Judo,Judo Event 9,Bronze
2012,France,Athlete_363,Boxing,Boxing Event 4,Bronze
2012,Canada,Athlete_289,Judo,Judo Event 2,Bronze
2012,Germany,Athlete_396,Athletics,Athletics Event 9,Bronze
2012,USA,Athlete_421,Cycling,Cycling Event 10,Gold
2012,Japan,Athlete_269,Cycling,Cycling Event 5,Bronze
2012,Russia,Athlete_149,Rowing,Rowing Event 9,Gold
2012,UK,Athlete_245,Shooting,Shooting Event 7,Bronze
2012,Italy,Athlete_185,Gymnastics,Gymnastics Event 6,Gold
2012,Australia,Athlete_360,Athletics,Athletics Event 10,Silver
2012,Japan,Athlete_494,Wrestling,Wrestling Event 7,Silver
2012,USA,Athlete_167,Gymnastics,Gymnastics Event 10,Silver
2012,Russia,Athlete_72,Rowing,Rowing Event 8,Gold
2012,France,Athlete_405,Judo,Judo Event 1,Silver
2012,Australia,Athlete_261,Rowing,Rowing Event 6,Gold
2012,France,Athlete_469,Judo,Judo Event 8,Silver
2012,Russia,Athlete_17,Shooting,Shooting Event 5,Gold
